Date,"Item Code",Quantity,UoM,Division,"Req. No."
01/Nov/2021,"1439101                       ",30,"REAM           ",26,RQN2111003757
01/Nov/2021,"1571010                       ",50,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1426100                       ",36,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1406102                       ",6,"BOOKLET        ",26,RQN2111003757
01/Nov/2021,"1408100                       ",50,"BOX            ",26,RQN2111003757
01/Nov/2021,"1457100                       ",12,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1460100                       ",12,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1113103                       ",3000,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1407100                       ",12,"BOOKLET        ",26,RQN2111003757
01/Nov/2021,"1242102                       ",6,"BOX            ",26,RQN2111003757
01/Nov/2021,"1242101                       ",6,"BOX            ",26,RQN2111003757
01/Nov/2021,"1150100                       ",10000,"SHEET          ",26,RQN2111003757
01/Nov/2021,"1225100                       ",500,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1225103                       ",500,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1225101                       ",500,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1101159                       ",1000,"PAD            ",26,RQN2111003757
01/Nov/2021,"1101160                       ",1000,"PAD            ",26,RQN2111003757
01/Nov/2021,"1414100                       ",12,"DOZEN          ",26,RQN2111003757
01/Nov/2021,"1467100                       ",40,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1443100                       ",12,"DOZEN          ",26,RQN2111003757
01/Nov/2021,"1428100                       ",72,"PIECE          ",26,RQN2111003757
01/Nov/2021,"BIO-000001                    ",70,PIECE,26,RQN2111003757
01/Nov/2021,"1049100                       ",50,"EACH           ",26,RQN2111003757
01/Nov/2021,"1455100                       ",6,"BUNDLE         ",26,RQN2111003757
01/Nov/2021,"1106101                       ",30,"BOOKLET        ",26,RQN2111003757
01/Nov/2021,"1432100                       ",12,"PIECE          ",26,RQN2111003757
01/Nov/2021,"1453100                       ",12,"PIECE          ",26,RQN2111003757
