Date,"Item Code",Quantity,UoM,Division,"Req. No."
31/Jul/2021,"1439101                       ",30,"REAM           ",59,RQN210700020
31/Jul/2021,"1408100                       ",2,"BOX            ",59,RQN210700020
31/Jul/2021,"1101123                       ",20,"BOOKLET        ",59,RQN210700020
31/Jul/2021,"1433100                       ",5,"PIECE          ",59,RQN210700020
31/Jul/2021,"1242102                       ",1,"BOX            ",59,RQN210700020
31/Jul/2021,"1242100                       ",1,"BOX            ",59,RQN210700020
31/Jul/2021,"1225101                       ",500,"PIECE          ",59,RQN210700020
31/Jul/2021,"1225103                       ",1000,"PIECE          ",59,RQN210700020
31/Jul/2021,"1467100                       ",48,"PIECE          ",59,RQN210700020
31/Jul/2021,"1460100                       ",5,"PIECE          ",59,RQN210700020
31/Jul/2021,"1432100                       ",12,"PIECE          ",59,RQN210700020
31/Jul/2021,"1443100                       ",1,"DOZEN          ",59,RQN210700020
31/Jul/2021,"1150100                       ",2000,"SHEET          ",59,RQN210700020
31/Jul/2021,"1426100                       ",2,"PIECE          ",59,RQN210700020
31/Jul/2021,"1101160                       ",2,"PAD            ",59,RQN210700020
31/Jul/2021,"1034100                       ",40,"PIECE          ",59,RQN210700020
31/Jul/2021,"1571014                       ",100,"PIECE          ",59,RQN210700020
