Date,"Item Code",Quantity,UoM,Division,"Req. No."
29/Jan/2022,"1101138                       ",1000,"SHEET          ",28,RQN2201004304
29/Jan/2022,"1101120                       ",1,"SHEET          ",28,RQN2201004304
29/Jan/2022,"1418101                       ",10,"BOX            ",28,RQN2201004304
29/Jan/2022,"1101124                       ",40,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1101123                       ",40,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1162100                       ",40,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1101125                       ",20,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1166100                       ",1000,"SHEET          ",28,RQN2201004304
29/Jan/2022,"1136100                       ",10,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1146100                       ",10,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1426100                       ",40,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1101160                       ",5,"PAD            ",28,RQN2201004304
29/Jan/2022,"1113103                       ",1000,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1152101                       ",2,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1459100                       ",5,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1467100                       ",60,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1418100                       ",10,"BOX            ",28,RQN2201004304
29/Jan/2022,"1414100                       ",2,"DOZEN          ",28,RQN2201004304
29/Jan/2022,"1443100                       ",2,"DOZEN          ",28,RQN2201004304
29/Jan/2022,"1428100                       ",250,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1455100                       ",5,"BUNDLE         ",28,RQN2201004304
29/Jan/2022,"1460100                       ",10,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1101148                       ",5000,"SHEET          ",28,RQN2201004304
29/Jan/2022,"1407100                       ",10,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1306100                       ",5,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1101115                       ",5,"               ",28,RQN2201004304
29/Jan/2022,"1457100                       ",15,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1242102                       ",5,"BOX            ",28,RQN2201004304
29/Jan/2022,"1242101                       ",5,"BOX            ",28,RQN2201004304
29/Jan/2022,"1242100                       ",5,"BOX            ",28,RQN2201004304
29/Jan/2022,"1433100                       ",10,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1433101                       ",5,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1571004                       ",5,"ROLL           ",28,RQN2201004304
29/Jan/2022,"1049100                       ",100,"EACH           ",28,RQN2201004304
29/Jan/2022,"1034100                       ",100,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1049101                       ",100,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1034101                       ",100,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1101164                       ",2,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1225100                       ",500,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1225103                       ",500,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1225101                       ",500,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1225102                       ",500,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1447100                       ",10,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1106101                       ",40,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"1101117                       ",2000,"SHEET          ",28,RQN2201004304
29/Jan/2022,"1150100                       ",1000,"SHEET          ",28,RQN2201004304
29/Jan/2022,"1439101                       ",150,"REAM           ",28,RQN2201004304
29/Jan/2022,"1432100                       ",20,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1101106                       ",5,"BOOKLET        ",28,RQN2201004304
29/Jan/2022,"BIO-000001                    ",70,rolls,28,RQN2201004304
29/Jan/2022,"1510100                       ",5,"PIECE          ",28,RQN2201004304
29/Jan/2022,"1411100                       ",22,"PIECE          ",28,RQN2201004304
