Date,"Item Code",Quantity,UoM,Division,"Req. No."
29/Nov/2021,"1408100                       ",50,"BOX            ",10,RQN2111003905
29/Nov/2021,"1443100                       ",12,"DOZEN          ",10,RQN2111003905
29/Nov/2021,"1432100                       ",12,"PIECE          ",10,RQN2111003905
29/Nov/2021,"1106101                       ",20,"BOOKLET        ",10,RQN2111003905
29/Nov/2021,"1002102                       ",5,"EACH           ",10,RQN2111003905
29/Nov/2021,"1152104                       ",20,"BOOKLET        ",10,RQN2111003905
29/Nov/2021,"1571000                       ",1,"PIECE          ",10,RQN2111003905
29/Nov/2021,"1459100                       ",2,"PIECE          ",10,RQN2111003905
29/Nov/2021,"1101153                       ",1,"BOOKLET        ",10,RQN2111003905
29/Nov/2021,"1101156                       ",1,"BOOKLET        ",10,RQN2111003905
