Date,"Item Code",Quantity,UoM,Division,"Req. No."
17/Aug/2021,"1225100                       ",2000,"PIECE          ",50,RQN2108002263
17/Aug/2021,"1225101                       ",2000,"PIECE          ",50,RQN2108002263
17/Aug/2021,"1225103                       ",2000,"PIECE          ",50,RQN2108002263
17/Aug/2021,"BIO-000001                    ",1000,"PIECE          ",50,RQN2108002263
17/Aug/2021,"1034101                       ",1000,"PIECE          ",50,RQN2108002263
17/Aug/2021,"1455100                       ",20,"BUNDLE         ",50,RQN2108002263
17/Aug/2021,"1139100                       ",100,"REAM       ",50,RQN2108002263
17/Aug/2021,"1460100                       ",20,"PIECE          ",50,RQN2108002263
17/Aug/2021,"1414100                       ",1,"DOZEN          ",50,RQN2108002263
17/Aug/2021,"1467100                       ",25,"PIECE          ",50,RQN2108002263
17/Aug/2021,"1426100                       ",20,"PIECE          ",50,RQN2108002263
