Date,"Item Code",Quantity,UoM,Division,"Req. No."
15/Dec/2021,"1004100                       ",100,"PIECE          ",79,RQN2112004042
15/Dec/2021,"1034100                       ",50,"PIECE          ",79,RQN2112004042
15/Dec/2021,"1101125                       ",100,"BOOKLET        ",79,RQN2112004042
15/Dec/2021,"1101148                       ",1000,"SHEET          ",79,RQN2112004042
15/Dec/2021,"1101109                       ",500,"SHEET          ",79,RQN2112004042
15/Dec/2021,"1106100                       ",20,"BOOKLET        ",79,RQN2112004042
15/Dec/2021,"1101159                       ",2000,"PAD            ",79,RQN2112004042
15/Dec/2021,"1113103                       ",1000,"PIECE          ",79,RQN2112004042
15/Dec/2021,"1150100                       ",5000,"SHEET          ",79,RQN2112004042
15/Dec/2021,"1428100                       ",144,"PIECE          ",79,RQN2112004042
15/Dec/2021,"1162100                       ",100,"BOOKLET        ",79,RQN2112004042
15/Dec/2021,"1225103                       ",1000,"PIECE          ",79,RQN2112004042
15/Dec/2021,"1242101                       ",5,"BOX            ",79,RQN2112004042
15/Dec/2021,"1455100                       ",4,"BUNDLE         ",79,RQN2112004042
15/Dec/2021,"1457100                       ",20,"PIECE          ",79,RQN2112004042
