Date,"Item Code",Quantity,UoM,Division,"Req. No."
29/Jan/2022,"1225103                       ",1000,"PIECE          ",33,RQN2201004305
29/Jan/2022,"1225100                       ",1000,"PIECE          ",33,RQN2201004305
29/Jan/2022,"1439101                       ",50,"REAM           ",33,RQN2201004305
29/Jan/2022,"1106101                       ",20,"BOOKLET        ",33,RQN2201004305
29/Jan/2022,"1242102                       ",2,"BOX            ",33,RQN2201004305
29/Jan/2022,"1455100                       ",10,"BUNDLE         ",33,RQN2201004305
29/Jan/2022,"1407100                       ",10,"BOOKLET        ",33,RQN2201004305
29/Jan/2022,"1101160                       ",10,"PAD            ",33,RQN2201004305
29/Jan/2022,"1443100                       ",24,"DOZEN          ",33,RQN2201004305
29/Jan/2022,"1459100                       ",5,"PIECE          ",33,RQN2201004305
29/Jan/2022,"1152101                       ",2,"BOOKLET        ",33,RQN2201004305
29/Jan/2022,"1101124                       ",20,"BOOKLET        ",33,RQN2201004305
29/Jan/2022,"1101109                       ",500,"SHEET          ",33,RQN2201004305
29/Jan/2022,"1101151                       ",10000,"SHEET          ",33,RQN2201004305
29/Jan/2022,"1150100                       ",5000,"SHEET          ",33,RQN2201004305
29/Jan/2022,"1428100                       ",140,"PIECE          ",33,RQN2201004305
