Date,"Item Code",Quantity,UoM,Division,"Req. No."
06/Sep/2021,"1439101                       ",12,"REAM           ",41,RQN2109002401
06/Sep/2021,"1510101                       ",10,"PIECE          ",41,RQN2109002401
06/Sep/2021,"1408100                       ",100,"BOX            ",41,RQN2109002401
06/Sep/2021,"1101123                       ",50,"BOOKLET        ",41,RQN2109002401
06/Sep/2021,"1306100                       ",5,"BOOKLET        ",41,RQN2109002401
06/Sep/2021,"1407100                       ",10,"BOOKLET        ",41,RQN2109002401
06/Sep/2021,"1426100                       ",10,"PIECE          ",41,RQN2109002401
06/Sep/2021,"1433100                       ",5,"PIECE          ",41,RQN2109002401
06/Sep/2021,"1242102                       ",5,"BOX            ",41,RQN2109002401
06/Sep/2021,"1443100                       ",1,"DOZEN          ",41,RQN2109002401
06/Sep/2021,"1152101                       ",2,"BOOKLET        ",41,RQN2109002401
06/Sep/2021,"1455100                       ",5,"BUNDLE         ",41,RQN2109002401
06/Sep/2021,"1571004                       ",200,"ROLL           ",41,RQN2109002401
06/Sep/2021,null,1,,41,RQN2109002401
