Date,"Item Code",Quantity,UoM,Division,"Req. No."
24/Nov/2021,"1439101                       ",60,"REAM           ",13,RQN2111003879
24/Nov/2021,"1455100                       ",10,"BUNDLE         ",13,RQN2111003879
24/Nov/2021,"1166100                       ",1000,"SHEET          ",13,RQN2111003879
24/Nov/2021,"1225103                       ",500,"PIECE          ",13,RQN2111003879
24/Nov/2021,"1225101                       ",500,"PIECE          ",13,RQN2111003879
24/Nov/2021,"1225102                       ",500,"PIECE          ",13,RQN2111003879
24/Nov/2021,"1101151                       ",500,"SHEET          ",13,RQN2111003879
24/Nov/2021,"1408100                       ",150,"BOX            ",13,RQN2111003879
24/Nov/2021,"1428100                       ",144,"PIECE          ",13,RQN2111003879
24/Nov/2021,"1467100                       ",20,"PIECE          ",13,RQN2111003879
24/Nov/2021,"1242100                       ",5,"BOX            ",13,RQN2111003879
24/Nov/2021,"1034100                       ",50,"PIECE          ",13,RQN2111003879
24/Nov/2021,"1162100                       ",5,"BOOKLET        ",13,RQN2111003879
24/Nov/2021,"1113103                       ",1000,"PIECE          ",13,RQN2111003879
