Date,"Item Code",Quantity,UoM,Division,"Req. No."
17/Nov/2021,"1225103                       ",1000,"PIECE          ",61,RQN2111003659
17/Nov/2021,"1106101                       ",20,"BOOKLET        ",61,RQN2111003659
17/Nov/2021,"1443100                       ",2,"DOZEN          ",61,RQN2111003659
17/Nov/2021,"1242102                       ",5,"BOX            ",61,RQN2111003659
17/Nov/2021,"1571005                       ",1000,"SHEET          ",61,RQN2111003659
17/Nov/2021,"1432100                       ",12,"PIECE          ",61,RQN2111003659
17/Nov/2021,"1034100                       ",100,"PIECE          ",61,RQN2111003659
17/Nov/2021,"1428100                       ",144,"PIECE          ",61,RQN2111003659
17/Nov/2021,"1408100                       ",1,"BOX            ",61,RQN2111003659
17/Nov/2021,"1225100                       ",1000,"PIECE          ",61,RQN2111003659
17/Nov/2021,"1150100                       ",1000,"SHEET          ",61,RQN2111003659
17/Nov/2021,"1113103                       ",500,"PIECE          ",61,RQN2111003659
17/Nov/2021,"1101124                       ",30,"BOOKLET        ",61,RQN2111003659
17/Nov/2021,"1101123                       ",30,"BOOKLET        ",61,RQN2111003659
17/Nov/2021,"1162100                       ",20,"BOOKLET        ",61,RQN2111003659
17/Nov/2021,"BIO-000001                    ",50,"PIECE     ",61,RQN2111003659
