Date,"Item Code",Quantity,UoM,Division,"Req. No."
01/Feb/2022,"1510101                       ",10,"PIECE          ",41,RQN2202004352
01/Feb/2022,"1439101                       ",100,"REAM           ",41,RQN2202004352
01/Feb/2022,"1166100                       ",500,"SHEET          ",41,RQN2202004352
01/Feb/2022,"1408100                       ",50,"BOX            ",41,RQN2202004352
01/Feb/2022,"1101123                       ",20,"BOOKLET        ",41,RQN2202004352
01/Feb/2022,"1407100                       ",10,"BOOKLET        ",41,RQN2202004352
01/Feb/2022,"1242102                       ",5,"BOX            ",41,RQN2202004352
01/Feb/2022,"1101148                       ",1000,"SHEET          ",41,RQN2202004352
01/Feb/2022,"1455100                       ",5,"BUNDLE         ",41,RQN2202004352
01/Feb/2022,"1428100                       ",144,"PIECE          ",41,RQN2202004352
01/Feb/2022,"1459100                       ",5,"PIECE          ",41,RQN2202004352
01/Feb/2022,"1049101                       ",200,"PIECE          ",41,RQN2202004352
01/Feb/2022,"1457100                       ",24,"PIECE          ",41,RQN2202004352
