Date,"Item Code",Quantity,UoM,Division,"Req. No."
03/Sep/2021,"1034100                       ",50,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1439101                       ",30,"REAM           ",19,RQN2109002367
03/Sep/2021,"1242102                       ",3,"BOX            ",19,RQN2109002367
03/Sep/2021,"1242101                       ",2,"BOX            ",19,RQN2109002367
03/Sep/2021,"1242100                       ",1,"BOX            ",19,RQN2109002367
03/Sep/2021,"1432100                       ",24,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1460100                       ",24,"PIECE          ",19,RQN2109002367
03/Sep/2021,"BIO-000001                    ",50,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1408100                       ",2,"BOX            ",19,RQN2109002367
03/Sep/2021,"1455100                       ",3,"BUNDLE         ",19,RQN2109002367
03/Sep/2021,"1407100                       ",12,"BOOKLET        ",19,RQN2109002367
03/Sep/2021,"1443100                       ",2,"DOZEN          ",19,RQN2109002367
03/Sep/2021,"1457100                       ",24,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1467100                       ",24,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1459100                       ",6,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1433100                       ",12,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1113103                       ",1000,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1150100                       ",5000,"SHEET          ",19,RQN2109002367
03/Sep/2021,"1101148                       ",2000,"SHEET          ",19,RQN2109002367
03/Sep/2021,"1414100                       ",1,"DOZEN          ",19,RQN2109002367
03/Sep/2021,"1049100                       ",5,"EACH           ",19,RQN2109002367
03/Sep/2021,"1225103                       ",1000,"PIECE          ",19,RQN2109002367
03/Sep/2021,"1225100                       ",500,"PIECE          ",19,RQN2109002367
