Date,"Item Code",Quantity,UoM,Division,"Req. No."
18/Sep/2021,"1571010                       ",100,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1460100                       ",12,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1101123                       ",30,"BOOKLET        ",73,RQN2109002468
18/Sep/2021,"1439101                       ",50,"REAM           ",73,RQN2109002468
18/Sep/2021,"1152101                       ",1,"BOOKLET        ",73,RQN2109002468
18/Sep/2021,"1113103                       ",2000,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1411100                       ",2,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1467100                       ",1,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1408100                       ",50,"BOX            ",73,RQN2109002468
18/Sep/2021,"1428100                       ",72,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1242102                       ",2,"BOX            ",73,RQN2109002468
18/Sep/2021,"1101151                       ",1000,"SHEET          ",73,RQN2109002468
18/Sep/2021,"1225103                       ",500,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1034101                       ",10,"PIECE          ",73,RQN2109002468
18/Sep/2021,"1049101                       ",104,"PIECE          ",73,RQN2109002468
