Date,"Item Code",Quantity,UoM,Division,"Req. No."
14/Oct/2021,"1106101                       ",50,"BOOKLET        ",40,RQN2110003637
14/Oct/2021,"1113103                       ",3000,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1152101                       ",1,"BOOKLET        ",40,RQN2110003637
14/Oct/2021,"1408100                       ",100,"BOX            ",40,RQN2110003637
14/Oct/2021,"1428100                       ",216,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1225103                       ",4000,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1225101                       ",4000,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1101125                       ",200,"BOOKLET        ",40,RQN2110003637
14/Oct/2021,"1152104                       ",5,"BOOKLET        ",40,RQN2110003637
14/Oct/2021,"1467100                       ",60,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1426100                       ",20,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1455100                       ",20,"BUNDLE         ",40,RQN2110003637
14/Oct/2021,"1101117                       ",2000,"SHEET          ",40,RQN2110003637
14/Oct/2021,"1460100                       ",24,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1166100                       ",1000,"SHEET          ",40,RQN2110003637
14/Oct/2021,"1049101                       ",10,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1034101                       ",200,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1225102                       ",2000,"PIECE          ",40,RQN2110003637
14/Oct/2021,"1439101                       ",30,"REAM           ",40,RQN2110003637
