Date,"Item Code",Quantity,UoM,Division,"Req. No."
06/Dec/2021,"1242102                       ",10,"BOX            ",40,RQN2112003984
06/Dec/2021,"1242100                       ",5,"BOX            ",40,RQN2112003984
06/Dec/2021,"1166100                       ",2000,"SHEET          ",40,RQN2112003984
06/Dec/2021,"1447100                       ",2,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1571010                       ",30,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1101122                       ",5,"ROLL           ",40,RQN2112003984
06/Dec/2021,"1101121                       ",10,"ROLL           ",40,RQN2112003984
06/Dec/2021,"1571009                       ",10,"ROLL           ",40,RQN2112003984
06/Dec/2021,"1049103                       ",50,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1034100                       ",50,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1034101                       ",50,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1146100                       ",20,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1433100                       ",20,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1414100                       ",20,"DOZEN          ",40,RQN2112003984
06/Dec/2021,"1225102                       ",10000,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1407100                       ",10,"BOOKLET        ",40,RQN2112003984
06/Dec/2021,"1225100                       ",2000,"PIECE          ",40,RQN2112003984
06/Dec/2021,"1301100                       ",20,"BOOKLET        ",40,RQN2112003984
06/Dec/2021,"1239100                       ",1000,"PAD            ",40,RQN2112003984
06/Dec/2021,"1306100                       ",10,"BOOKLET        ",40,RQN2112003984
06/Dec/2021,"1101106                       ",10,"BOOKLET        ",40,RQN2112003984
