Date,"Item Code",Quantity,UoM,Division,"Req. No."
01/Nov/2021,"1225103                       ",1000,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1225100                       ",500,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1225101                       ",500,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1225102                       ",500,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1433100                       ",12,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1433101                       ",12,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1432100                       ",12,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1460100                       ",10,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1443100                       ",2,"DOZEN          ",42,RQN2111003744
01/Nov/2021,"1455100                       ",10,"BUNDLE         ",42,RQN2111003744
01/Nov/2021,"1510101                       ",10,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1457100                       ",12,"PIECE          ",42,RQN2111003744
01/Nov/2021,"1407100                       ",12,"BOOKLET        ",42,RQN2111003744
01/Nov/2021,"BIO-000001                    ",140,PIECE,42,RQN2111003744
