Date,"Item Code",Quantity,UoM,Division,"Req. No."
30/Oct/2021,"1537100                       ",10,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1101138                       ",500,"SHEET          ",11,RQN2110003701
30/Oct/2021,"1150100                       ",5000,"SHEET          ",11,RQN2110003701
30/Oct/2021,"1152104                       ",25,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"1225100                       ",250,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1225103                       ",500,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1225101                       ",500,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1225102                       ",500,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1242102                       ",4,"BOX            ",11,RQN2110003701
30/Oct/2021,"1428100                       ",144,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1439101                       ",35,"REAM           ",11,RQN2110003701
30/Oct/2021,"1034100                       ",50,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1034101                       ",50,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1408100                       ",50,"BOX            ",11,RQN2110003701
30/Oct/2021,"1146100                       ",5,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1426100                       ",10,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1101125                       ",30,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"1101123                       ",30,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"1571014                       ",500,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1407100                       ",5,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"1455100                       ",10,"BUNDLE         ",11,RQN2110003701
30/Oct/2021,"1443100                       ",5,"DOZEN          ",11,RQN2110003701
30/Oct/2021,"1467100                       ",40,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1459100                       ",5,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1113103                       ",2000,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1101124                       ",20,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"BIO-000001                    ",70,roll,11,RQN2110003701
30/Oct/2021,"1457100                       ",24,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1460100                       ",10,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1106101                       ",10,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"1101109                       ",1000,"SHEET          ",11,RQN2110003701
30/Oct/2021,"1101151                       ",2000,"SHEET          ",11,RQN2110003701
30/Oct/2021,"1162100                       ",10,"BOOKLET        ",11,RQN2110003701
30/Oct/2021,"1433100                       ",5,"PIECE          ",11,RQN2110003701
30/Oct/2021,"1025100                       ",500,"PIECE          ",11,RQN2110003701
