Date,"Item Code",Quantity,UoM,Division,"Req. No."
08/Jan/2022,"1101164                       ",2,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1439101                       ",80,"REAM           ",55,RQN2201004180
08/Jan/2022,"1150100                       ",10000,"SHEET          ",55,RQN2201004180
08/Jan/2022,"1414100                       ",12,"DOZEN          ",55,RQN2201004180
08/Jan/2022,"1106101                       ",100,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1225103                       ",1000,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1152101                       ",2,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1113103                       ",5000,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1225101                       ",1000,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1426100                       ",12,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1457100                       ",24,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1433101                       ",12,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1433100                       ",12,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1101138                       ",1000,"SHEET          ",55,RQN2201004180
08/Jan/2022,"1034100                       ",100,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1455100                       ",20,"BUNDLE         ",55,RQN2201004180
08/Jan/2022,"1457101                       ",2,"ROLL           ",55,RQN2201004180
08/Jan/2022,"1571004                       ",100,"ROLL           ",55,RQN2201004180
08/Jan/2022,"BIO-000001                    ",140,ROLL,55,RQN2201004180
08/Jan/2022,"1162100                       ",50,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1101125                       ",50,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1101123                       ",100,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1101124                       ",50,"BOOKLET        ",55,RQN2201004180
08/Jan/2022,"1408100                       ",100,"BOX            ",55,RQN2201004180
08/Jan/2022,"1428100                       ",288,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1467100                       ",40,"PIECE          ",55,RQN2201004180
08/Jan/2022,"1443100                       ",12,"DOZEN          ",55,RQN2201004180
08/Jan/2022,"1242102                       ",4,"BOX            ",55,RQN2201004180
08/Jan/2022,"1242101                       ",2,"BOX            ",55,RQN2201004180
08/Jan/2022,"1242100                       ",2,"BOX            ",55,RQN2201004180
08/Jan/2022,"1407100                       ",8,"BOOKLET        ",55,RQN2201004180
