Date,"Item Code",Quantity,UoM,Division,"Req. No."
02/Nov/2021,"1439101                       ",40,"REAM           ",801,RQN2111003770
02/Nov/2021,"1408100                       ",50,"BOX            ",801,RQN2111003770
02/Nov/2021,"1571010                       ",50,"PIECE          ",801,RQN2111003770
02/Nov/2021,"1447100                       ",3,"PIECE          ",801,RQN2111003770
02/Nov/2021,"1467100                       ",40,"PIECE          ",801,RQN2111003770
02/Nov/2021,"1459100                       ",3,"PIECE          ",801,RQN2111003770
02/Nov/2021,"1225103                       ",500,"PIECE          ",801,RQN2111003770
02/Nov/2021,"1443100                       ",12,"DOZEN          ",801,RQN2111003770
02/Nov/2021,"1432100                       ",12,"PIECE          ",801,RQN2111003770
02/Nov/2021,"1457100                       ",10,"PIECE          ",801,RQN2111003770
