Date,"Item Code",Quantity,UoM,Division,"Req. No."
09/Nov/2021,"BIO-000001                    ",140,"PIECES         ",15,RQN2111003812
09/Nov/2021,"1106101                       ",100,"BOOKLET        ",15,RQN2111003812
09/Nov/2021,"1101123                       ",80,"BOOKLET        ",15,RQN2111003812
09/Nov/2021,"1242102                       ",5,"BOX            ",15,RQN2111003812
09/Nov/2021,"1162100                       ",60,"BOOKLET        ",15,RQN2111003812
09/Nov/2021,"1101124                       ",40,"BOOKLET        ",15,RQN2111003812
09/Nov/2021,"1428100                       ",144,"PIECE          ",15,RQN2111003812
09/Nov/2021,"1225101                       ",500,"PIECE          ",15,RQN2111003812
09/Nov/2021,"1225103                       ",500,"PIECE          ",15,RQN2111003812
09/Nov/2021,"1439101                       ",60,"REAM           ",15,RQN2111003812
09/Nov/2021,"1101138                       ",1000,"SHEET          ",15,RQN2111003812
09/Nov/2021,"1467100                       ",48,"PIECE          ",15,RQN2111003812
09/Nov/2021,"1455100                       ",20,"BUNDLE         ",15,RQN2111003812
09/Nov/2021,"1113103                       ",1000,"PIECE          ",15,RQN2111003812
09/Nov/2021,"1457100                       ",24,"PIECE          ",15,RQN2111003812
09/Nov/2021,"1166100                       ",1000,"SHEET          ",15,RQN2111003812
09/Nov/2021,"1242100                       ",5,"BOX            ",15,RQN2111003812
