Date,"Item Code",Quantity,UoM,Division,"Req. No."
06/Jan/2022,"1439101                       ",30,"REAM           ",74,RQN2201004176
06/Jan/2022,"1408100                       ",1,"BOX            ",74,RQN2201004176
06/Jan/2022,"1225100                       ",500,"PIECE          ",74,RQN2201004176
06/Jan/2022,"1225103                       ",1000,"PIECE          ",74,RQN2201004176
06/Jan/2022,"1225101                       ",1000,"PIECE          ",74,RQN2201004176
06/Jan/2022,"1301100                       ",5,"BOOKLET        ",74,RQN2201004176
06/Jan/2022,"1242102                       ",3,"BOX            ",74,RQN2201004176
06/Jan/2022,"1242100                       ",3,"BOX            ",74,RQN2201004176
06/Jan/2022,"1146100                       ",10,"PIECE          ",74,RQN2201004176
06/Jan/2022,"1426100                       ",12,"PIECE          ",74,RQN2201004176
06/Jan/2022,"1162100                       ",20,"BOOKLET        ",74,RQN2201004176
06/Jan/2022,"1106101                       ",12,"BOOKLET        ",74,RQN2201004176
06/Jan/2022,"1455100                       ",6,"BUNDLE         ",74,RQN2201004176
06/Jan/2022,"1407100                       ",12,"BOOKLET        ",74,RQN2201004176
