Date,"Item Code",Quantity,UoM,Division,"Req. No."
28/Jan/2022,"1439101                       ",50,"REAM           ",30,RQN2201004291
28/Jan/2022,"1408100                       ",50,"BOX            ",30,RQN2201004291
28/Jan/2022,"1242102                       ",10,"BOX            ",30,RQN2201004291
28/Jan/2022,"1242100                       ",10,"BOX            ",30,RQN2201004291
28/Jan/2022,"1101115                       ",30,"     BOOKLET          ",30,RQN2201004291
28/Jan/2022,"1225101                       ",500,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1225103                       ",500,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1225102                       ",500,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1106101                       ",50,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1101125                       ",30,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1101124                       ",30,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1101123                       ",30,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1162100                       ",30,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1443100                       ",15,"DOZEN          ",30,RQN2201004291
28/Jan/2022,"1455100                       ",10,"BUNDLE         ",30,RQN2201004291
28/Jan/2022,"1456100                       ",10,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1467100                       ",50,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1457100                       ",12,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1459100                       ",3,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1306100                       ",5,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1406102                       ",5,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1407101                       ",12,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1418101                       ",10,"BOX            ",30,RQN2201004291
28/Jan/2022,"1418100                       ",5,"BOX            ",30,RQN2201004291
28/Jan/2022,"1101160                       ",2000,"PAD            ",30,RQN2201004291
28/Jan/2022,"1101159                       ",1000,"PAD            ",30,RQN2201004291
28/Jan/2022,"1113103                       ",1000,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1152101                       ",2,"BOOKLET        ",30,RQN2201004291
28/Jan/2022,"1166100                       ",1000,"SHEET          ",30,RQN2201004291
28/Jan/2022,"1428100                       ",100,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1101120                       ",200,"SHEET          ",30,RQN2201004291
28/Jan/2022,"BIO-000001                    ",100,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1435100                       ",2,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1537100                       ",2,"PIECE          ",30,RQN2201004291
28/Jan/2022,"1426100                       ",10,"PIECE          ",30,RQN2201004291
