Date,"Item Code",Quantity,UoM,Division,"Req. No."
16/Dec/2021,"1101160                       ",5,"PAD            ",13,RQN2112004047
16/Dec/2021,"1406102                       ",5,"BOOKLET        ",13,RQN2112004047
16/Dec/2021,"1467100                       ",20,"PIECE          ",13,RQN2112004047
16/Dec/2021,"1408100                       ",100,"BOX            ",13,RQN2112004047
16/Dec/2021,"1101151                       ",1000,"SHEET          ",13,RQN2112004047
16/Dec/2021,"1101164                       ",2,"BOOKLET        ",13,RQN2112004047
16/Dec/2021,"1152101                       ",2,"BOOKLET        ",13,RQN2112004047
16/Dec/2021,"1034100                       ",50,"PIECE          ",13,RQN2112004047
16/Dec/2021,"1428100                       ",144,"PIECE          ",13,RQN2112004047
16/Dec/2021,"1150100                       ",5000,"SHEET          ",13,RQN2112004047
16/Dec/2021,"1439101                       ",60,"REAM           ",13,RQN2112004047
16/Dec/2021,"1426100                       ",20,"PIECE          ",13,RQN2112004047
16/Dec/2021,"1225103                       ",500,"PIECE          ",13,RQN2112004047
