Date,"Item Code",Quantity,UoM,Division,"Req. No."
18/Dec/2021,"1428100                       ",144,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1408100                       ",50,"BOX            ",11,RQN2112004048
18/Dec/2021,"1101138                       ",500,"SHEET          ",11,RQN2112004048
18/Dec/2021,"1443100                       ",72,"DOZEN          ",11,RQN2112004048
18/Dec/2021,"1152101                       ",2,"BOOKLET        ",11,RQN2112004048
18/Dec/2021,"1571014                       ",500,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1242102                       ",5,"BOX            ",11,RQN2112004048
18/Dec/2021,"1106101                       ",10,"BOOKLET        ",11,RQN2112004048
18/Dec/2021,"1407100                       ",10,"BOOKLET        ",11,RQN2112004048
18/Dec/2021,"1225100                       ",250,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1225103                       ",500,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1225101                       ",500,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1426100                       ",20,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1101124                       ",30,"BOOKLET        ",11,RQN2112004048
18/Dec/2021,"1101123                       ",30,"BOOKLET        ",11,RQN2112004048
18/Dec/2021,"1455100                       ",10,"BUNDLE         ",11,RQN2112004048
18/Dec/2021,"1467100                       ",40,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1457100                       ",24,"PIECE          ",11,RQN2112004048
18/Dec/2021,"1101159                       ",4,"PAD            ",11,RQN2112004048
18/Dec/2021,"1101160                       ",4,"PAD            ",11,RQN2112004048
