Date,"Item Code",Quantity,UoM,Division,"Req. No."
03/Jan/2022,"1439101                       ",60,"REAM           ",10,RQN2201004108
03/Jan/2022,"1428100                       ",144,"PIECE          ",10,RQN2201004108
03/Jan/2022,"1408100                       ",50,"BOX            ",10,RQN2201004108
03/Jan/2022,"1150100                       ",10000,"SHEET          ",10,RQN2201004108
03/Jan/2022,"1432100                       ",12,"PIECE          ",10,RQN2201004108
03/Jan/2022,"1443100                       ",12,"DOZEN          ",10,RQN2201004108
03/Jan/2022,"1242102                       ",200,"BOX            ",10,RQN2201004108
03/Jan/2022,"1242100                       ",100,"BOX            ",10,RQN2201004108
03/Jan/2022,"BIO-000001                    ",70,PIECE,10,RQN2201004108
03/Jan/2022,"1162100                       ",20,"BOOKLET        ",10,RQN2201004108
03/Jan/2022,"1101125                       ",20,"BOOKLET        ",10,RQN2201004108
