Date,"Item Code",Quantity,UoM,Division,"Req. No."
24/Nov/2021,"1101106                       ",5,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1439101                       ",60,"REAM           ",24,RQN2111003878
24/Nov/2021,"1459100                       ",3,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1447100                       ",2,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1239100                       ",100,"PAD            ",24,RQN2111003878
24/Nov/2021,"1421100                       ",2,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1162100                       ",50,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1101123                       ",50,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"BIO-000001                    ",70,piece,24,RQN2111003878
24/Nov/2021,"1034100                       ",100,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1101151                       ",1,"SHEET          ",24,RQN2111003878
24/Nov/2021,"1106101                       ",20,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1225100                       ",250,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1225103                       ",750,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1225101                       ",500,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1455100                       ",10,"BUNDLE         ",24,RQN2111003878
24/Nov/2021,"1426100                       ",20,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1510101                       ",10,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1113103                       ",1000,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1101160                       ",10,"PAD            ",24,RQN2111003878
24/Nov/2021,"1467100                       ",20,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1407101                       ",20,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1407100                       ",5,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1242102                       ",1,"BOX            ",24,RQN2111003878
24/Nov/2021,"1457100                       ",12,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1166100                       ",1000,"SHEET          ",24,RQN2111003878
24/Nov/2021,"1408100                       ",50,"BOX            ",24,RQN2111003878
24/Nov/2021,"1428100                       ",72,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1537100                       ",2,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1306100                       ",5,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1101164                       ",1000,"BOOKLET        ",24,RQN2111003878
24/Nov/2021,"1443100                       ",2,"DOZEN          ",24,RQN2111003878
24/Nov/2021,"1432100                       ",12,"PIECE          ",24,RQN2111003878
24/Nov/2021,"1467100                       ",10,"PIECE          ",24,RQN2111003878
