Date,"Item Code",Quantity,UoM,Division,"Req. No."
13/Dec/2021,"1439101                       ",40,"REAM           ",802,RQN2112004027
13/Dec/2021,"1459100                       ",3,"PIECE          ",802,RQN2112004027
13/Dec/2021,"1225103                       ",500,"PIECE          ",802,RQN2112004027
13/Dec/2021,"1225100                       ",250,"PIECE          ",802,RQN2112004027
13/Dec/2021,"1306100                       ",10,"BOOKLET        ",802,RQN2112004027
13/Dec/2021,"1407100                       ",5,"BOOKLET        ",802,RQN2112004027
13/Dec/2021,"1457100                       ",12,"PIECE          ",802,RQN2112004027
13/Dec/2021,"1242102                       ",1,"BOX            ",802,RQN2112004027
13/Dec/2021,"1571010                       ",50,"PIECE          ",802,RQN2112004027
13/Dec/2021,"1447100                       ",1,"PIECE          ",802,RQN2112004027
13/Dec/2021,"1421100                       ",1,"PIECE          ",802,RQN2112004027
