Date,"Item Code",Quantity,UoM,Division,"Req. No."
30/Oct/2021,"1439101                       ",30,"REAM           ",19,RQN2110003737
30/Oct/2021,"1034100                       ",100,"PIECE          ",19,RQN2110003737
30/Oct/2021,"1101123                       ",20,"BOOKLET        ",19,RQN2110003737
30/Oct/2021,"1455100                       ",5,"BUNDLE         ",19,RQN2110003737
30/Oct/2021,"1113103                       ",1000,"PIECE          ",19,RQN2110003737
30/Oct/2021,"1101159                       ",2,"PAD            ",19,RQN2110003737
30/Oct/2021,"1443100                       ",24,"PIECE        ",19,RQN2110003737
30/Oct/2021,"1101148                       ",2000,"SHEET          ",19,RQN2110003737
30/Oct/2021,"1150101                       ",5,"BOOKLET        ",19,RQN2110003737
30/Oct/2021,"1225103                       ",500,"PIECE          ",19,RQN2110003737
30/Oct/2021,"1467100                       ",24,"PIECE          ",19,RQN2110003737
